"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Uganda","Yemen","2013","1","1","1","1"
"Ukraine","Afghanistan","2013","1494","158","1494","158"
"Ukraine","Algeria","2013","1","0","1","0"
"Ukraine","Angola","2013","30","10","30","10"
"Ukraine","Armenia","2013","200","17","200","17"
"Ukraine","Azerbaijan","2013","184","12","184","12"
"Ukraine","Bangladesh","2013","6","1","6","1"
"Ukraine","Belarus","2013","21","0","21","0"
"Ukraine","Bosnia and Herzegovina","2013","1","0","1","0"
"Ukraine","Burkina Faso","2013","1","0","1","0"
"Ukraine","Burundi","2013","7","1","7","1"
"Ukraine","Cameroon","2013","1","2","1","2"
"Ukraine","Chad","2013","7","0","7","0"
"Ukraine","China","2013","3","0","3","0"
"Ukraine","Congo","2013","21","8","21","8"
"Ukraine","Côte d'Ivoire","2013","3","3","3","3"
"Ukraine","Dem. Rep. of the Congo","2013","65","21","65","21"
"Ukraine","Egypt","2013","3","1","3","1"
"Ukraine","Eritrea","2013","14","4","14","4"
"Ukraine","Ethiopia","2013","16","9","16","9"
"Ukraine","Georgia","2013","63","4","63","4"
"Ukraine","Guinea","2013","4","3","4","3"
"Ukraine","Guinea-Bissau","2013","1","0","1","0"
"Ukraine","India","2013","2","0","2","0"
"Ukraine","Iraq","2013","77","11","77","11"
"Ukraine","Islamic Rep. of Iran","2013","59","19","59","19"
"Ukraine","Jordan","2013","3","1","3","1"
"Ukraine","Kazakhstan","2013","8","0","8","0"
"Ukraine","Kyrgyzstan","2013","8","4","8","4"
"Ukraine","Lebanon","2013","6","0","6","0"
"Ukraine","Liberia","2013","3","0","3","0"
"Ukraine","Libya","2013","2","0","2","0"
"Ukraine","Madagascar","2013","2","0","2","0"
"Ukraine","Mali","2013","2","0","2","0"
"Ukraine","Mozambique","2013","1","0","1","0"
"Ukraine","Nepal","2013","2","0","2","0"
"Ukraine","Nigeria","2013","4","2","4","2"
"Ukraine","Pakistan","2013","1","1","1","1"
"Ukraine","Russian Federation","2013","103","44","103","44"
"Ukraine","Rwanda","2013","4","1","4","1"
"Ukraine","Saudi Arabia","2013","1","0","1","0"
"Ukraine","Serbia (and Kosovo: S/RES/1244 (1999))","2013","5","0","5","0"
"Ukraine","Sierra Leone","2013","5","1","5","1"
"Ukraine","Somalia","2013","116","7","116","7"
"Ukraine","Sri Lanka","2013","9","5","9","5"
"Ukraine","State of Palestine","2013","36","6","36","6"
"Ukraine","Stateless","2013","34","0","34","0"
"Ukraine","Sudan","2013","53","12","53","12"
"Ukraine","Syrian Arab Rep.","2013","167","115","167","115"
"Ukraine","Tajikistan","2013","9","0","9","0"
"Ukraine","Togo","2013","2","0","2","0"
"Ukraine","Tonga","2013","1","0","1","0"
"Ukraine","Turkey","2013","11","0","11","0"
"Ukraine","Turkmenistan","2013","10","0","10","0"
"Ukraine","Uganda","2013","1","0","1","0"
"Ukraine","Uzbekistan","2013","72","33","72","33"
"Ukraine","Viet Nam","2013","2","0","2","0"
"Ukraine","Zimbabwe","2013","1","0","1","0"
"United Arab Emirates","Afghanistan","2013","0","0","0","0"
"United Arab Emirates","Iraq","2013","540","540","540","540"
"United Arab Emirates","Islamic Rep. of Iran","2013","6","6","6","6"
"United Arab Emirates","Pakistan","2013","0","0","0","0"
"United Arab Emirates","Somalia","2013","23","23","23","23"
"United Arab Emirates","Sri Lanka","2013","11","11","11","11"
"United Arab Emirates","State of Palestine","2013","1","1","1","1"
"United Arab Emirates","Sudan","2013","6","6","6","6"
"United Arab Emirates","Syrian Arab Rep.","2013","16","16","16","16"
"United Kingdom","Afghanistan","2013","9166","0","9166","0"
"United Kingdom","Albania","2013","1171","0","1171","0"
"United Kingdom","Algeria","2013","447","0","447","0"
"United Kingdom","Angola","2013","601","0","601","0"
"United Kingdom","Antigua and Barbuda","2013","1","0","1","0"
"United Kingdom","Argentina","2013","1","0","1","0"
"United Kingdom","Armenia","2013","26","0","26","0"
"United Kingdom","Australia","2013","2","0","2","0"
"United Kingdom","Azerbaijan","2013","86","0","86","0"
"United Kingdom","Bahrain","2013","115","0","115","0"
"United Kingdom","Bangladesh","2013","1110","0","1110","0"
"United Kingdom","Barbados","2013","1","0","1","0"
"United Kingdom","Belarus","2013","155","0","155","0"
"United Kingdom","Belize","2013","2","0","2","0"
"United Kingdom","Benin","2013","10","0","10","0"
"United Kingdom","Bhutan","2013","97","0","97","0"
"United Kingdom","Bolivia (Plurinational State of)","2013","14","0","14","0"
"United Kingdom","Bosnia and Herzegovina","2013","51","0","51","0"
"United Kingdom","Botswana","2013","11","0","11","0"
"United Kingdom","Brazil","2013","12","0","12","0"
"United Kingdom","Bulgaria","2013","9","0","9","0"
"United Kingdom","Burkina Faso","2013","6","0","6","0"
"United Kingdom","Burundi","2013","392","0","392","0"
"United Kingdom","Cabo Verde","2013","4","0","4","0"
"United Kingdom","Cameroon","2013","591","0","591","0"
"United Kingdom","Canada","2013","6","0","6","0"
"United Kingdom","Central African Rep.","2013","6","0","6","0"
"United Kingdom","Chad","2013","39","0","39","0"
"United Kingdom","Chile","2013","1","0","1","0"
"United Kingdom","China","2013","1966","0","1966","0"
"United Kingdom","Colombia","2013","162","0","162","0"
"United Kingdom","Comoros","2013","2","0","2","0"
"United Kingdom","Congo","2013","290","0","290","0"
"United Kingdom","Cook Islands","2013","1","0","1","0"
"United Kingdom","Côte d'Ivoire","2013","422","0","422","0"
"United Kingdom","Croatia","2013","15","0","15","0"
"United Kingdom","Cuba","2013","15","0","15","0"
"United Kingdom","Cyprus","2013","3","0","3","0"
"United Kingdom","Czech Rep.","2013","4","0","4","0"
"United Kingdom","Dem. People's Rep. of Korea","2013","630","0","630","0"
"United Kingdom","Dem. Rep. of the Congo","2013","2409","0","2409","0"
"United Kingdom","Djibouti","2013","2","0","2","0"
"United Kingdom","Dominica","2013","2","0","2","0"
"United Kingdom","Ecuador","2013","34","0","34","0"
"United Kingdom","Egypt","2013","289","0","289","0"
"United Kingdom","El Salvador","2013","4","0","4","0"
"United Kingdom","Equatorial Guinea","2013","0","0","0","0"
"United Kingdom","Eritrea","2013","10010","0","10010","0"
"United Kingdom","Estonia","2013","0","0","0","0"
"United Kingdom","Ethiopia","2013","1122","0","1122","0"
"United Kingdom","Fiji","2013","8","0","8","0"
"United Kingdom","France","2013","1","0","1","0"
"United Kingdom","Gambia","2013","937","0","937","0"
"United Kingdom","Georgia","2013","56","0","56","0"
"United Kingdom","Germany","2013","1","0","1","0"
"United Kingdom","Ghana","2013","191","0","191","0"
"United Kingdom","Grenada","2013","6","0","6","0"
"United Kingdom","Guatemala","2013","3","0","3","0"
"United Kingdom","Guinea","2013","397","0","397","0"
"United Kingdom","Guinea-Bissau","2013","9","0","9","0"
"United Kingdom","Guyana","2013","14","0","14","0"
"United Kingdom","Haiti","2013","1","0","1","0"
"United Kingdom","Honduras","2013","17","0","17","0"
"United Kingdom","Hong Kong SAR, China","2013","1","0","1","0"
"United Kingdom","India","2013","282","0","282","0"
"United Kingdom","Indonesia","2013","11","0","11","0"
"United Kingdom","Iraq","2013","3193","0","3193","0"
"United Kingdom","Ireland","2013","1","0","1","0"
"United Kingdom","Islamic Rep. of Iran","2013","11368","0","11368","0"
"United Kingdom","Israel","2013","12","0","12","0"
"United Kingdom","Jamaica","2013","411","0","411","0"
"United Kingdom","Japan","2013","1","0","1","0"
"United Kingdom","Jordan","2013","30","0","30","0"
"United Kingdom","Kazakhstan","2013","6","0","6","0"
"United Kingdom","Kenya","2013","336","0","336","0"
"United Kingdom","Kuwait","2013","645","0","645","0"
"United Kingdom","Kyrgyzstan","2013","23","0","23","0"
"United Kingdom","Lao People's Dem. Rep.","2013","1","0","1","0"
"United Kingdom","Latvia","2013","0","0","0","0"
"United Kingdom","Lebanon","2013","102","0","102","0"
"United Kingdom","Lesotho","2013","1","0","1","0"
"United Kingdom","Liberia","2013","106","0","106","0"
"United Kingdom","Libya","2013","828","0","828","0"
"United Kingdom","Lithuania","2013","1","0","1","0"
"United Kingdom","Malawi","2013","217","0","217","0"
"United Kingdom","Malaysia","2013","57","0","57","0"
"United Kingdom","Maldives","2013","12","0","12","0"
"United Kingdom","Mali","2013","15","0","15","0"
"United Kingdom","Mauritania","2013","11","0","11","0"
"United Kingdom","Mauritius","2013","37","0","37","0"
"United Kingdom","Mexico","2013","5","0","5","0"
"United Kingdom","Mongolia","2013","87","0","87","0"
"United Kingdom","Morocco","2013","107","0","107","0"
"United Kingdom","Mozambique","2013","3","0","3","0"
"United Kingdom","Myanmar","2013","858","0","858","0"
"United Kingdom","Namibia","2013","7","0","7","0"
"United Kingdom","Nepal","2013","118","0","118","0"
"United Kingdom","Nicaragua","2013","1","0","1","0"
"United Kingdom","Niger","2013","5","0","5","0"
"United Kingdom","Nigeria","2013","1244","0","1244","0"
"United Kingdom","Oman","2013","5","0","5","0"
"United Kingdom","Pakistan","2013","5297","0","5297","0"
"United Kingdom","Panama","2013","1","0","1","0"
"United Kingdom","Peru","2013","1","0","1","0"
"United Kingdom","Philippines","2013","3","0","3","0"
"United Kingdom","Poland","2013","9","0","9","0"
"United Kingdom","Portugal","2013","1","0","1","0"
"United Kingdom","Qatar","2013","2","0","2","0"
"United Kingdom","Rep. of Korea","2013","7","0","7","0"
"United Kingdom","Rep. of Moldova","2013","75","0","75","0"
"United Kingdom","Romania","2013","160","0","160","0"
"United Kingdom","Russian Federation","2013","817","0","817","0"
"United Kingdom","Rwanda","2013","216","0","216","0"
"United Kingdom","Saint Lucia","2013","4","0","4","0"
"United Kingdom","Saint Vincent and the Grenadines","2013","6","0","6","0"
"United Kingdom","Saudi Arabia","2013","46","0","46","0"
"United Kingdom","Senegal","2013","52","0","52","0"
"United Kingdom","Serbia (and Kosovo: S/RES/1244 (1999))","2013","963","0","963","0"
"United Kingdom","Seychelles","2013","1","0","1","0"
"United Kingdom","Sierra Leone","2013","457","0","457","0"
"United Kingdom","Singapore","2013","1","0","1","0"
"United Kingdom","Slovakia","2013","0","0","0","0"
"United Kingdom","Somalia","2013","11249","0","11249","0"
"United Kingdom","South Africa","2013","125","0","125","0"
"United Kingdom","Sri Lanka","2013","4398","0","4398","0"
"United Kingdom","State of Palestine","2013","322","0","322","0"
"United Kingdom","Stateless","2013","847","0","847","0"
"United Kingdom","Sudan","2013","3802","0","3802","0"
"United Kingdom","Swaziland","2013","19","0","19","0"
"United Kingdom","Syrian Arab Rep.","2013","3169","0","3169","0"
"United Kingdom","Tajikistan","2013","3","0","3","0"
"United Kingdom","Thailand","2013","26","0","26","0"
"United Kingdom","The former Yugoslav Rep. of Macedonia","2013","27","0","27","0"
"United Kingdom","Togo","2013","38","0","38","0"
"United Kingdom","Trinidad and Tobago","2013","23","0","23","0"
"United Kingdom","Tunisia","2013","34","0","34","0"
"United Kingdom","Turkey","2013","2348","0","2348","0"
"United Kingdom","Turkmenistan","2013","35","0","35","0"
"United Kingdom","Tuvalu","2013","1","0","1","0"
"United Kingdom","Uganda","2013","980","0","980","0"
"United Kingdom","Ukraine","2013","124","0","124","0"
"United Kingdom","United Arab Emirates","2013","7","0","7","0"
"United Kingdom","United Rep. of Tanzania","2013","57","0","57","0"
"United Kingdom","United States","2013","17","0","17","0"
"United Kingdom","Uzbekistan","2013","57","0","57","0"
"United Kingdom","Various","2013","25617","0","25617","0"
"United Kingdom","Venezuela (Bolivarian Republic of)","2013","17","0","17","0"
"United Kingdom","Viet Nam","2013","710","0","710","0"
"United Kingdom","Western Sahara","2013","10","0","10","0"
"United Kingdom","Yemen","2013","224","0","224","0"
"United Kingdom","Zambia","2013","44","0","44","0"
"United Kingdom","Zimbabwe","2013","10302","0","10302","0"
"United Rep. of Tanzania","Burundi","2013","35183","12956","35183","12956"
"United Rep. of Tanzania","Dem. Rep. of the Congo","2013","64569","64569","64569","64569"
"United Rep. of Tanzania","Somalia","2013","2136","2136","2136","2136"
"United Rep. of Tanzania","Uganda","2013","0","0","0","0"
"United Rep. of Tanzania","Various","2013","211","211","211","211"
"United States","Afghanistan","2013","1071","0","1071","0"
"United States","Albania","2013","3541","0","3541","0"
"United States","Algeria","2013","189","0","189","0"
"United States","Andorra","2013","4","0","4","0"
"United States","Angola","2013","125","0","125","0"
"United States","Antigua and Barbuda","2013","3","0","3","0"
"United States","Argentina","2013","105","0","105","0"
"United States","Armenia","2013","3273","0","3273","0"
"United States","Australia","2013","1","0","1","0"
"United States","Austria","2013","5","0","5","0"
"United States","Azerbaijan","2013","464","0","464","0"
"United States","Bahamas","2013","185","0","185","0"
"United States","Bahrain","2013","39","0","39","0"
"United States","Bangladesh","2013","1069","0","1069","0"
"United States","Barbados","2013","2","0","2","0"
"United States","Belarus","2013","2039","0","2039","0"
"United States","Belgium","2013","42","0","42","0"
"United States","Belize","2013","30","0","30","0"
"United States","Benin","2013","73","0","73","0"
"United States","Bhutan","2013","60","0","60","0"
"United States","Bolivia (Plurinational State of)","2013","123","0","123","0"
"United States","Bosnia and Herzegovina","2013","182","0","182","0"
"United States","Botswana","2013","5","0","5","0"
"United States","Brazil","2013","669","0","669","0"
"United States","Bulgaria","2013","714","0","714","0"
"United States","Burkina Faso","2013","669","0","669","0"
"United States","Burundi","2013","462","0","462","0"
"United States","Cambodia","2013","343","0","343","0"
"United States","Cameroon","2013","5714","0","5714","0"
"United States","Canada","2013","54","0","54","0"
"United States","Cayman Islands","2013","6","0","6","0"
"United States","Central African Rep.","2013","209","0","209","0"
"United States","Chad","2013","414","0","414","0"
"United States","Chile","2013","60","0","60","0"
"United States","China","2013","65558","0","65558","0"
"United States","Colombia","2013","13913","0","13913","0"
"United States","Comoros","2013","7","0","7","0"
"United States","Congo","2013","1491","0","1491","0"
"United States","Costa Rica","2013","181","0","181","0"
"United States","Côte d'Ivoire","2013","1788","0","1788","0"
"United States","Croatia","2013","64","0","64","0"
"United States","Cuba","2013","600","0","600","0"
"United States","Curaçao","2013","35","0","35","0"
"United States","Cyprus","2013","2","0","2","0"
"United States","Czech Rep.","2013","29","0","29","0"
"United States","Dem. People's Rep. of Korea","2013","23","0","23","0"
"United States","Dem. Rep. of the Congo","2013","834","0","834","0"
"United States","Djibouti","2013","124","0","124","0"
"United States","Dominica","2013","11","0","11","0"
"United States","Dominican Rep.","2013","71","0","71","0"
"United States","Ecuador","2013","209","0","209","0"
"United States","Egypt","2013","8497","0","8497","0"
"United States","El Salvador","2013","7208","0","7208","0"
"United States","Equatorial Guinea","2013","11","0","11","0"
"United States","Eritrea","2013","3619","0","3619","0"
"United States","Estonia","2013","310","0","310","0"
"United States","Ethiopia","2013","10472","0","10472","0"
"United States","Fiji","2013","489","0","489","0"
"United States","Finland","2013","5","0","5","0"
"United States","France","2013","36","0","36","0"
"United States","Gabon","2013","53","0","53","0"
"United States","Gambia","2013","1133","0","1133","0"
"United States","Georgia","2013","608","0","608","0"
"United States","Germany","2013","59","0","59","0"
"United States","Ghana","2013","196","0","196","0"
"United States","Gibraltar","2013","2","0","2","0"
"United States","Greece","2013","24","0","24","0"
"United States","Grenada","2013","20","0","20","0"
"United States","Guatemala","2013","5292","0","5292","0"
"United States","Guinea","2013","3466","0","3466","0"
"United States","Guinea-Bissau","2013","37","0","37","0"
"United States","Guyana","2013","141","0","141","0"
"United States","Haiti","2013","25891","0","25891","0"
"United States","Honduras","2013","2122","0","2122","0"
"United States","Hong Kong SAR, China","2013","5","0","5","0"
"United States","Hungary","2013","27","0","27","0"
"United States","Iceland","2013","2","0","2","0"
"United States","India","2013","4500","0","4500","0"
"United States","Indonesia","2013","4027","0","4027","0"
"United States","Iraq","2013","4863","0","4863","0"
"United States","Ireland","2013","1","0","1","0"
"United States","Islamic Rep. of Iran","2013","4492","0","4492","0"
"United States","Israel","2013","174","0","174","0"
"United States","Italy","2013","25","0","25","0"
"United States","Jamaica","2013","380","0","380","0"
"United States","Japan","2013","11","0","11","0"
"United States","Jordan","2013","383","0","383","0"
"United States","Kazakhstan","2013","558","0","558","0"
"United States","Kenya","2013","2365","0","2365","0"
"United States","Kuwait","2013","102","0","102","0"
"United States","Kyrgyzstan","2013","710","0","710","0"
"United States","Lao People's Dem. Rep.","2013","225","0","225","0"
"United States","Latvia","2013","82","0","82","0"
"United States","Lebanon","2013","482","0","482","0"
"United States","Lesotho","2013","5","0","5","0"
"United States","Liberia","2013","1685","0","1685","0"
"United States","Libya","2013","159","0","159","0"
"United States","Lithuania","2013","63","0","63","0"
"United States","Macao SAR, China","2013","1","0","1","0"
"United States","Madagascar","2013","15","0","15","0"
"United States","Malawi","2013","39","0","39","0"
"United States","Malaysia","2013","113","0","113","0"
"United States","Maldives","2013","8","0","8","0"
"United States","Mali","2013","1071","0","1071","0"
